epochs,acc,loss,val_acc,val_loss
42,0.8877955117847086,0.2826173068680827,0.8821694264744923,0.2927494073532055
43,0.8849753989730436,0.2752720542573048,0.8713702904053778,0.32269752319550843
44,0.8858754349816365,0.2838140174301249,0.8813294936548127,0.3341260517111264
45,0.8871954877837486,0.2754823650816516,0.8572114231004571,0.34403054983689685
46,0.8920556821915249,0.27434850480824574,0.8434125269692322,0.4125468341214839
47,0.8908556341896048,0.27279176814894024,0.8807295416080612,0.3142773894016938
48,0.8899555981881647,0.2741305298283365,0.8792896567845419,0.3000142422116057
49,0.892955718235882,0.27006448796212307,0.8807295416080612,0.30455657497194993
50,0.8898355934308898,0.2759547455462748,0.873170146345377,0.35079279959287635
51,0.8927757110427468,0.26987908098014707,0.8735301176048967,0.31226416049113453
52,0.893075722993157,0.26850711363755,0.8819294456157405,0.35367981888906314
53,0.8964358574414503,0.2673390760318609,0.8818094552006686,0.3297010204411251
54,0.891755670233962,0.27011732849720843,0.8786897048379181,0.32555511856654124
55,0.894215768594981,0.2690271291500464,0.8714902807346259,0.31196876581492744
56,0.8986559462092382,0.2617737236685875,0.8795296375860777,0.39719316429848117
57,0.8942157685878281,0.29051134950199375,0.884929205620635,0.32896866862339624
58,0.8915156606335779,0.2665848455036529,0.8818094552006686,0.32766458654084707
59,0.895955838204918,0.2650665543695379,0.8830093592798678,0.3661847478312956
60,0.8985959438377535,0.26308714395142413,0.8611711063114951,0.34337024881681266
61,0.8970958837995892,0.26213922704680975,0.873290136746145,0.35719512449499224
62,0.8965558621987252,0.2635458436680916,0.8827693784068121,0.3794014535027212
63,0.8990759629956044,0.2564288335712062,0.871130309589538,0.3186264459695466
64,0.8975759030003573,0.26306687553118047,0.8562514998800096,0.3608753280778969
65,0.8958358334404902,0.26162557411019316,0.8923686104682472,0.3522320854269059
66,0.9024360974510506,0.25505364737751157,0.8833693304106518,0.3467091458619628
67,0.895835833404726,0.2629021300669265,0.8724502039407694,0.32577391938608785
68,0.9013560542636282,0.24970589239285743,0.886729061632154,0.3628518549599807
69,0.8943357734023258,0.27036047099833443,0.8844492440175632,0.3132442183808683
70,0.9028561142517226,0.24984032196771422,0.8694504439787868,0.35285325074098595
71,0.9017160686570515,0.26011912911490176,0.8842092632303313,0.3137506938378302
72,0.9015360614424577,0.25309998557806646,0.8935685144902306,0.2941947588109272
73,0.8986559461949325,0.255478408893524,0.8782097431919345,0.31139487673231014
74,0.8987759510022773,0.2592000195162645,0.8681305495274276,0.32107331069333395
75,0.8978759149936844,0.252204792476367,0.8748500119704321,0.3301717711776631
76,0.9003960157977166,0.25741397703085916,0.8942884568948382,0.2964788663292892
77,0.9030361214448578,0.2527901601293544,0.8784497239934703,0.34735769867353483
78,0.8987159486021813,0.25665246282292775,0.8659707223136047,0.3324041600304025
79,0.9006960278482665,0.24723859810319881,0.8478521717976459,0.7948368459060262
80,0.9000360014472104,0.2611176629148296,0.8195344372164125,0.430717456046128
81,0.9019560782002126,0.25139408511487743,0.8785697143942383,0.3632703052025949
82,0.905976239049562,0.2458366485477767,0.844012478973072,0.39483444632630227
83,0.9047161886046289,0.2433701297372211,0.8910487160741039,0.2937072621909211
84,0.9039361574033807,0.24655578579884624,0.8897288216656565,0.4054004723487325
85,0.907176287008565,0.2436254933077677,0.8953683705017497,0.30965567983996245
86,0.906036241449658,0.24475422654634876,0.8902087833116402,0.3204288821097956
87,0.9049561982550828,0.24633601577352335,0.8454523637822872,0.37793116868328985
88,0.9049561982050128,0.24822570106554873,0.8956083513032855,0.3016005925117192
89,0.9030961238091896,0.25764770692999617,0.8786897048379181,0.31003548891131816
90,0.8990759630456744,0.253189286616088,0.8501319894551487,0.4002799308211334
91,0.905016200690943,0.2433676757432541,0.8858891288410825,0.2961448122835972
92,0.9064562582074129,0.24258909004405238,0.8910487161170157,0.37244543571222705
93,0.90909636381879,0.2503909214224175,0.8827693784211161,0.30608826328559774
94,0.905076203048122,0.24192800401897402,0.8870890328916737,0.3022006603205035
95,0.908016320617062,0.24473284861591701,0.8875689944947456,0.3473354533461321
96,0.9033361334095736,0.252804701749294,0.8627309814928703,0.3397039207575102
97,0.9044761790042448,0.24659489433182885,0.8970482361554127,0.2974675098125214
98,0.9104764190138452,0.23718841741934238,0.8903287736981041,0.3418066281801166
99,0.9066362654649237,0.24512041782425845,0.896808255296661,0.2683156613561785
